x	y	z	
1.356170175066030303e+01 -2.045807994916282624e+00 3.902650911983038640e+01
1.451554848724439495e+01 -8.657124380021610222e-01 3.815141880280560116e+01
1.547950708765112715e+01 1.066869923753740457e-01 3.718469306039646227e+01
1.643488290462009971e+01 8.876969446370002181e-01 3.616168223568811158e+01
1.736511407244755745e+01 1.494583832690716374e+00 3.511321641743668209e+01
1.825700509859835918e+01 1.948059210635487482e+00 3.406413192035289939e+01
1.910073268098465249e+01 2.272289552675908375e+00 3.303325608389376100e+01
1.988984409171631995e+01 2.494875831092024043e+00 3.203340475819891253e+01
2.062078406309836609e+01 2.638082868121162328e+00 3.107055171369381696e+01
2.129261637580948019e+01 2.717073982340194593e+00 3.014624518910942896e+01
2.190590419335497074e+01 2.747795639318890704e+00 2.926112395359958995e+01
2.246215214667619620e+01 2.743948239604713901e+00 2.841476424729773598e+01
2.296380633414895200e+01 2.716986118722540589e+00 2.760567978131900446e+01
2.341426148679883212e+01 2.676126636515709922e+00 2.683133504647488721e+01
2.381787449433561221e+01 2.628714062318413536e+00 2.608912621413912092e+01
2.417867247841041234e+01 2.580224636620490841e+00 2.537687495780533808e+01
2.450052662002953596e+01 2.535061159871115244e+00 2.469244822600321498e+01
2.478740400768549534e+01 2.496844973085326824e+00 2.403391348896316160e+01
2.504336763735837934e+01 2.468415957843835606e+00 2.339953873861341904e+01
