x	z
-8.739244329785698540e+00 1.626949606806800119e+01
-9.359654697621376584e+00 1.720421938106651538e+01
-1.000312121118696673e+01 1.829544021030751466e+01
-1.066281014217299550e+01 1.954578864987607290e+01
-1.132951134635865209e+01 2.095188869232087114e+01
-1.199163826361190033e+01 2.250435822865446056e+01
-1.263522791788901145e+01 2.418780904835215040e+01
-1.324422679586006879e+01 2.598125342876731025e+01
-1.380446649858989439e+01 2.785586712057511249e+01
-1.429487957158213796e+01 2.975202372265860618e+01
-1.469487027742773400e+01 3.160751195420779780e+01
-1.498747132115495262e+01 3.336488208841139880e+01
-1.515934385022940312e+01 3.497144595245682552e+01
-1.520077745455402152e+01 3.637927692753042663e+01
-1.510569016646907059e+01 3.754520994881652030e+01
-1.487064151860008820e+01 3.842590740051382170e+01
-1.449982504455738130e+01 3.900391578621206179e+01
-1.400479723825002409e+01 3.929056194402856050e+01
-1.339980878305444811e+01 3.930386559625485887e+01
-1.270177766462428970e+01 3.906840752133442862e+01
-1.193028917089041130e+01 3.861532955386265797e+01
-1.110759589206088371e+01 3.798233458458688006e+01
-1.025711779184105943e+01 3.721404987275518295e+01
-9.396355236550252954e+00 3.635430630286229103e+01
-8.542145168717702575e+00 3.543543023117683788e+01
-7.708839867455451689e+00 3.448452423482189744e+01
-6.907913694112531644e+00 3.352393044043643044e+01
-6.147963092274951080e+00 3.257123052417526310e+01
-5.434979544549007890e+00 3.163768698075035246e+01
-4.772328688920810080e+00 3.072838685390827962e+01
-4.161520983907775140e+00 2.984722607791759330e+01
-3.602918728121727643e+00 2.899646414831812180e+01
-3.095737301923247031e+00 2.817672036780303912e+01
-2.638036935862885013e+00 2.738702191387579887e+01
-2.226804495041773357e+00 2.662614206599128863e+01
-1.858948833323682992e+00 2.589261065928390337e+01
-1.531337700841679306e+00 2.518479439925533114e+01
-1.240708136995164912e+00 2.450115958150720274e+01
-9.836664704498336853e-01 2.384027209174099582e+01
-7.566883191378483975e-01 2.320079740575847538e+01
-5.561185902575696005e-01 2.258150058946101169e+01
-3.782619239628851604e-01 2.198124500024479389e+01
-2.204465396815788736e-01 2.139904188208859992e+01
-8.027284791762817617e-02 2.083409615768916723e+01
4.468599928403682586e-02 2.028568847460122981e+01
1.567927370482328220e-01 1.975316233373460761e+01
2.583459876695239910e-01 1.923592408935423137e+01
3.514418903484708423e-01 1.873346682364308791e+01
4.376440633674862912e-01 1.824539863643977355e+01
5.184152649795522594e-01 1.777136249076038865e+01
5.951974978461297416e-01 1.731103469432131803e+01
6.694114401777695456e-01 1.686412506031818381e+01
7.424545026209923293e-01 1.643037928783293111e+01
8.155094283398540700e-01 1.600961475915733701e+01
8.894485111075925987e-01 1.560170377839139633e+01
9.651755738124871975e-01 1.520656746512323387e+01
1.043659679465251733e+00 1.482417984053314264e+01
1.125935131199114148e+00 1.445456782739316992e+01
1.213101472269765058e+00 1.409781125006739089e+01
1.306284280599294689e+00 1.375408905891455014e+01
1.406328989716894462e+00 1.342368964368323070e+01
1.514020579146427181e+00 1.310695500593575957e+01
1.630285481032033079e+00 1.280440942729649478e+01
1.756193133769234471e+00 1.251676268766385114e+01
1.892955982004846049e+00 1.224491006521050807e+01
2.041929476637108110e+00 1.198993233638309341e+01
2.204612074815598621e+00 1.175309577590239662e+01
2.382589617151146033e+00 1.153622308039843603e+01
2.577217220977231271e+00 1.134126357314435296e+01
2.789871755241545070e+00 1.117018958922873750e+01
3.022107848973560884e+00 1.102578480814565509e+01
3.275658091125703386e+00 1.091164746033515520e+01
3.552433030573396433e+00 1.083219032718324293e+01
3.854521176114867664e+00 1.079264074102194648e+01
4.184188996471435829e+00 1.079904058512921949e+01
4.543880920287326930e+00 1.085824629372901384e+01
4.935993231946762982e+00 1.097777866068528851e+01
5.359995442998135573e+00 1.116495277852589041e+01
5.819109416011368552e+00 1.143273204883645100e+01
6.316894526324586145e+00 1.179535678698861290e+01
6.855436107065642659e+00 1.226681122910427568e+01
7.435345449151730790e+00 1.286082353205523532e+01
8.055759801289957167e+00 1.359086577346368685e+01
8.714342369976963099e+00 1.447015395170190999e+01
9.407282319499024936e+00 1.551164798589234906e+01
1.012929477193204519e+01 1.672805171590760054e+01
1.087362080714155610e+01 1.813181290237042020e+01
1.163202746278271960e+01 1.973512322665372665e+01
1.239395873922862457e+01 2.154336445499329500e+01
1.314119672207600331e+01 2.352796172957989995e+01
1.385236896992803857e+01 2.565260743321010040e+01
1.450557630471431381e+01 2.787128547654678812e+01
1.507835719330076607e+01 3.012725729610408720e+01
1.554768774748969662e+01 3.235306185424734338e+01
1.588998172401976205e+01 3.447051563919313821e+01
1.608310230765738780e+01 3.638938597771658578e+01
1.611410849174202298e+01 3.802881905731993584e+01
1.597441440713202354e+01 3.934306936472969340e+01
1.566326019964633609e+01 4.030333526091126828e+01
1.518810050872400730e+01 4.089672373086311552e+01
1.456460446742425496e+01 4.112625038361574070e+01
1.381665570242645913e+01 4.101083945223194860e+01
1.297173989755727952e+01 4.059045661816512052e+01
1.204880118818937795e+01 3.993173090388118851e+01
1.107538625735920057e+01 3.909004329565497926e+01
1.007716073339863705e+01 3.811772308267635623e+01
9.076871460100111477e+00 3.706524106106493122e+01
8.094345130594104987e+00 3.598090517902203800e+01
7.145708161126977487e+00 3.489419905481290130e+01
6.242235925518875739e+00 3.382135103252456787e+01
5.392178248916440708e+00 3.277702873586726184e+01
4.601091443739628417e+00 3.177090397346138317e+01
3.871838309681715273e+00 3.080765273883749344e+01
3.204838026852402599e+00 2.988788653218446356e+01
2.598651364466405767e+00 2.901128465585379956e+01
2.050298378976988189e+00 2.817551427191134295e+01
1.556404270003646673e+00 2.737810757990423838e+01
1.113248606768831639e+00 2.661658982765691661e+01
7.167653280979493502e-01 2.588847931127109092e+01
3.625427424193592429e-01 2.519128737512576777e+01
4.580510483017077861e-02 2.452251944949359341e+01
-2.382589866528685429e-01 2.387997348097246331e+01
-4.934980463407632190e-01 2.326209376281960317e+01
-7.236152221538800777e-01 2.266754196808049926e+01
-9.323239471514068732e-01 2.209514259042990858e+01
-1.123347939531165851e+00 2.154388294417229588e+01
-1.300421202629660655e+00 2.101291316424173772e+01
-1.467046267582853725e+00 2.050162175073148063e+01
-1.625610037916637607e+00 2.000982314412069840e+01
-1.778293850813031929e+00 1.953745741541087000e+01
-1.927330722467573088e+00 1.908456846025605458e+01
-2.075000638205356296e+00 1.865130646835429218e+01
-2.223630552481191458e+00 1.823792792344712410e+01
-2.375589770528683253e+00 1.784480222459471932e+01
-2.532860295426378805e+00 1.747263826518447516e+01
-2.696750561067013940e+00 1.712240030694434978e+01
-2.868627510137194747e+00 1.679526558659773272e+01
-3.049994453985343856e+00 1.649268043175709053e+01
-3.242491072621739523e+00 1.621636026092391347e+01
-3.447893414718373073e+00 1.596828958348890737e+01
-3.668113897609156737e+00 1.575072199973170939e+01
-3.905049560198505354e+00 1.556625836674312779e+01
-4.159941977128651658e+00 1.541823210959289270e+01
-4.434069880877358649e+00 1.531049974235326161e+01
-4.728699977090082385e+00 1.524749978222348901e+01
-5.045058256450637657e+00 1.523426741956990327e+01
-5.384329994681203324e+00 1.527643451792590845e+01
-5.747659752542384481e+00 1.538022961399200383e+01
-6.136151375832954002e+00 1.555247791763570397e+01
-6.550867995390234455e+00 1.580060131189164530e+01
-6.991843589847455576e+00 1.613050384811905502e+01
-7.456148967140010519e+00 1.654527637562328124e+01
-7.944779498521244321e+00 1.706037727895624201e+01
-8.457638004452485703e+00 1.768876781189989345e+01
-8.992885161314143616e+00 1.843928967152691101e+01
-9.546939501405798723e+00 1.931666499820088134e+01
-1.011447741294580815e+01 2.032149637557563437e+01
-1.068843314007190237e+01 2.145026683059617412e+01
-1.125999878284078548e+01 2.269533983349810313e+01
-1.181862429722823649e+01 2.404495929780775043e+01
-1.235201749512911817e+01 2.548324958034216792e+01
-1.284614456565508078e+01 2.699021593667033514e+01
-1.328954796565965957e+01 2.854080830146993719e+01
-1.366830918992937249e+01 3.008863754543892810e+01
-1.396634433485877835e+01 3.158337041761007669e+01
-1.417110383630271819e+01 3.298067588503610637e+01
-1.427357246957602399e+01 3.424222513278859736e+01
-1.426826934945359326e+01 3.533569156395823541e+01
-1.415324793017039440e+01 3.623475079965484724e+01
-1.392996188252845791e+01 3.691887463761372601e+01
-1.359969655699986291e+01 3.737057987065677622e+01
-1.317111054607460119e+01 3.759288583117518101e+01
-1.265671820965199679e+01 3.759907408064178469e+01
-1.206997786863113298e+01 3.740710804706164794e+01
-1.142529180491029273e+01 3.703963302497199805e+01
-1.073800626138732639e+01 3.652397617544225739e+01
-1.002441144195955403e+01 3.589214652607402201e+01
-9.301285484753178068e+00 3.517917467591117031e+01
-8.581765798970998560e+00 3.440842894130524598e+01
-7.876946307921223855e+00 3.359905184092617247e+01
-7.196252067645799499e+00 3.276807601627412225e+01
-6.547221435759150054e+00 3.192964929910623084e+01
-5.935506071447447241e+00 3.109503471143575126e+01
-5.364870935469114421e+00 3.027261046553262247e+01
-4.837297301883962675e+00 2.946711403671744378e+01
-4.353324300835956784e+00 2.868047609760904137e+01
-3.912659683072897909e+00 2.791439591494959416e+01
-3.514422589701667210e+00 2.716984489551607496e+01
-3.157143932485823701e+00 2.644706409071395470e+01
-2.838768549567334709e+00 2.574558983033403692e+01
-2.556849416449268997e+00 2.506482257063110808e+01
-2.308944293417037219e+00 2.440408702411448161e+01
-2.092586875564205862e+00 2.376264081562904096e+01
-1.905273071423367881e+00 2.313974986457366256e+01
-1.744461002966145369e+00 2.253468838490119452e+01
-1.607589286851633936e+00 2.194675003249322742e+01
-1.492498409313320007e+00 2.137532924939102585e+01
-1.397415296961226572e+00 2.081989285591329164e+01
-1.320619087309435224e+00 2.027994874620600285e+01
-1.260432334655636755e+00 1.975504597989879585e+01
-1.215221010081201980e+00 1.924477478210534542e+01
-1.183409396454364160e+00 1.874877022242947433e+01
-1.163890539993897022e+00 1.826675387172393172e+01
-1.156024367536261366e+00 1.779847474988994094e+01
-1.159216487908069082e+00 1.734371603596416023e+01
-1.172904979265862790e+00 1.690230530834751832e+01
-1.196560389096104515e+00 1.647411454480550574e+01
-1.229685734215190784e+00 1.605906012246771652e+01
-1.271856077520404860e+00 1.565711221198580105e+01
-1.323146496851699272e+00 1.526832994073157046e+01
-1.383802320057887947e+00 1.489276827413992876e+01
-1.454101675266387339e+00 1.453058235388369646e+01
-1.534387389631753251e+00 1.418204662234589897e+01
-1.625066989335697709e+00 1.384755482261970094e+01
-1.726612699587023680e+00 1.352761999850865493e+01
-1.839561444621719666e+00 1.322287449452633190e+01
-1.964696174533698603e+00 1.293428572584670988e+01
-2.103072129712868499e+00 1.266286007146949899e+01
-2.255641522679363131e+00 1.240949225539853984e+01
-2.423496140266798271e+00 1.217557652256755674e+01
-2.607871024953661632e+00 1.196301300605332507e+01
-2.810144474863313757e+00 1.177420772707567309e+01
-3.031838043764025770e+00 1.161207259499744993e+01
-3.274616541068823494e+00 1.148002540732464993e+01
-3.540288031835717497e+00 1.138198984970622440e+01
-3.830803836767554760e+00 1.132239549593420946e+01
-4.147655288792420514e+00 1.130649621632490742e+01
-4.492538466771345718e+00 1.134094568568673544e+01
-4.868374661373386481e+00 1.143322790059256278e+01
-5.277559594325031966e+00 1.159194892932283594e+01
-5.721931579727200123e+00 1.182684637295940533e+01
-6.202771524054914387e+00 1.214878936538535115e+01
-6.720802926157782409e+00 1.256977857328523029e+01
-7.276191877259686080e+00 1.310294619614492362e+01
-7.868547060958848149e+00 1.376255596625166788e+01
-8.496919753227844652e+00 1.456400314869405754e+01
-9.159803822413600471e+00 1.552381454136204830e+01
-9.854690145476920904e+00 1.665814957548094100e+01
-1.057357455954451275e+01 1.797115362380496606e+01
-1.130751524281498277e+01 1.947074647559007232e+01
-1.204539997446254063e+01 2.115594018922543640e+01
-1.277308714226016129e+01 2.301314627978439020e+01
-1.347340574257973067e+01 2.501617571902464476e+01
-1.412615538039202079e+01 2.712623893538827957e+01
-1.470810626926670395e+01 2.929194581400176389e+01
-1.519843931925509217e+01 3.145736935595396488e+01
-1.557502748114277225e+01 3.354051147432947033e+01
-1.581437338441252116e+01 3.545141926151457312e+01
-1.590072599337262993e+01 3.711916589822725143e+01
-1.582609598612543422e+01 3.849188602562665551e+01
-1.559025575456712076e+01 3.953677574531170080e+01
-1.520073940438777349e+01 4.024009261932142323e+01
-1.467042426005507139e+01 4.060441003908175617e+01
-1.400753302219486329e+01 4.063667875119072903e+01
-1.323468863280567476e+01 4.036807381371890102e+01
-1.237658473843201179e+01 3.983955813752727693e+01
-1.145758014909266187e+01 3.909915781708213700e+01
-1.050169883827977912e+01 3.820196213045445432e+01
-9.532629942959479408e+00 3.721012353932026429e+01
-8.572904358838336236e+00 3.618128415458961200e+01
-7.638876647990882951e+00 3.513118304934487668e+01
-6.742956841808355861e+00 3.408095751743748991e+01
-5.894821323549635395e+00 3.304825185237456253e+01
-5.101363468146264069e+00 3.204554781337807867e+01
-4.366693642203008707e+00 3.108016462538558500e+01
-3.692195437100828315e+00 3.015449564463306942e+01
-3.077124497804670789e+00 2.926884018515954011e+01
-2.519247969572965040e+00 2.842191757560557264e+01
-2.015769646220261002e+00 2.761194257930242912e+01
-1.563440639943639798e+00 2.683691663193891230e+01
-1.158559381322712412e+00 2.609462784156139037e+01
-7.969716193195548470e-01 2.538265098857365132e+01
-4.740768124976237341e-01 2.469849867288635537e+01
-1.856220066897050769e-01 2.404025575498229372e+01
7.217535185742007808e-02 2.340628513713752312e+01
3.030892163614624657e-01 2.279512060142619490e+01
5.108909593316266484e-01 2.220546870271057216e+01
6.993493725686141804e-01 2.163620876864101916e+01
8.721525636996724229e-01 2.108640930186757245e+01
1.032137584261823671e+00 2.055546971319095562e+01
1.181693968581184251e+00 2.004298086148194713e+01
1.323217575462942275e+00 1.954861823362405815e+01
1.459107025585650641e+00 1.907214289372052107e+01
1.591763701501119233e+00 1.861340148309464126e+01
1.723580015750204364e+00 1.817233825291281235e+01
1.856484129522788518e+00 1.774915252407384969e+01
1.991848060369477702e+00 1.734421072031960875e+01
2.131114352018976810e+00 1.695802005053238304e+01
2.275841070217424100e+00 1.659124495576091718e+01
2.427701802728288172e+00 1.624470710922069827e+01
2.588485659332520950e+00 1.591938541629355441e+01
2.760086907744550899e+00 1.561643380005131654e+01
2.944067566877609732e+00 1.533748209045882760e+01
3.141575962239348652e+00 1.508435342176559324e+01
3.353874358007558953e+00 1.485926045229819792e+01
3.582362753817610823e+00 1.466491809102901733e+01
3.828578884762497303e+00 1.450454349757618644e+01
4.094198221392659320e+00 1.438185608220371314e+01
4.381033969716245480e+00 1.430107750582130244e+01
4.691037071198941533e+00 1.426693167998447542e+01
5.025442927837198148e+00 1.428418086847298518e+01
5.385284333989022620e+00 1.435939876200883880e+01
5.772392653900795700e+00 1.450100746540338470e+01
6.187981608803983846e+00 1.471755930787763234e+01
6.632638219957509129e+00 1.501772856324176608e+01
7.106322808647834499e+00 1.541031144989523050e+01
7.608368996188623612e+00 1.590422613082642478e+01
8.137483703921246203e+00 1.650851271361312911e+01
8.691747153214439692e+00 1.723233325042223640e+01
9.268612865464403328e+00 1.808497173800982338e+01
9.864461416843255392e+00 1.907422561989883292e+01
1.047219059292808829e+01 2.020062581470136820e+01
1.108361596610867927e+01 2.146479180709118140e+01
1.168903137005266402e+01 2.286020532018338258e+01
1.227702359222090145e+01 2.437225121721257892e+01
1.283447237386917728e+01 2.597821750153680043e+01
1.334655041004655374e+01 2.764729531663324735e+01
1.379672334959693281e+01 2.934057894610280925e+01
1.416887556931954606e+01 3.101375089484477954e+01
1.445022113183843615e+01 3.261650194165247996e+01
1.462501756666305575e+01 3.409062283322116116e+01
1.468234675947718415e+01 3.538850073811983066e+01
1.461661911292101479e+01 3.647399972006487445e+01
1.442757354659101132e+01 3.732246073791635865e+01
1.412027749703971935e+01 3.792070164568114876e+01
1.370512691777628866e+01 3.826701719251042988e+01
1.319278194843251661e+01 3.837017269997683400e+01
1.259182606908534119e+01 3.824625722402947758e+01
1.192081642395919339e+01 3.791769782119484233e+01
1.119783186322776558e+01 3.741141138662099053e+01
1.044014479990239863e+01 3.675875380861900510e+01
9.664221209830049730e+00 3.599551996866160408e+01
8.885720631695427585e+00 3.516194374138492407e+01
8.119434005615275396e+00 3.430072697419534222e+01
7.377193789907111388e+00 3.342320842930580227e+01
6.667251886244410564e+00 3.253817633135984977e+01
5.996045333235104025e+00 3.165775783305049984e+01
5.368236157089214977e+00 3.079098993653743221e+01
4.786711371616953592e+00 2.994381949344450078e+01
4.252612991072790116e+00 2.911923584017755928e+01
3.765678766633405505e+00 2.831891201274081382e+01
3.324611687812969230e+00 2.754331555929863029e+01
2.927638393170142628e+00 2.679233659382622790e+01
2.572580041071331536e+00 2.606548477013903664e+01
2.256852309690148495e+00 2.536188928189184111e+01
1.977459596955171595e+00 2.468034547407011203e+01
1.731318181778637166e+00 2.401977174327293696e+01
1.515694418136617205e+00 2.337915740304652346e+01
1.327883982615673641e+00 2.275753390235654194e+01
1.165180340605923792e+00 2.215399401796326373e+01
1.024874746301579709e+00 2.156769185442336934e+01
9.042670069192016991e-01 2.099784415426774231e+01
8.011494765742566138e-01 2.044378623862296251e+01
7.137579761510055576e-01 1.990494640862427644e+01
6.403665034356897934e-01 1.938078375808431630e+01
5.793310043690469424e-01 1.887079288423407419e+01
5.290893730461003752e-01 1.837450388772141707e+01
4.882668936425933470e-01 1.789149145502688043e+01
4.558898386979713391e-01 1.742137817609569694e+01
4.310834499154969079e-01 1.696380215106248102e+01
4.130309908621461190e-01 1.651841800748225708e+01
4.009740511331686408e-01 1.608489694409687232e+01
3.942312732460664382e-01 1.566292833215296731e+01
3.923694475202230136e-01 1.525222465374724834e+01
3.950993934227777782e-01 1.485251008776402237e+01
4.021612103080000611e-01 1.446352216648665490e+01
4.133235958568374779e-01 1.408501227307496606e+01
4.283838460769360257e-01 1.371674564156412757e+01
4.471888741206234696e-01 1.335850364071280794e+01
4.697733626242053262e-01 1.301008622247588598e+01
4.962451173168870300e-01 1.267130213601348565e+01
5.267406178238578374e-01 1.234198416674832721e+01
5.614286475428149625e-01 1.202199047342322658e+01
6.005102936438766470e-01 1.171120458810203857e+01
6.442189470696807474e-01 1.140953541616874389e+01
6.928547983626890394e-01 1.111693560080654031e+01
7.468817969082545138e-01 1.083340764731069683e+01
8.067307653094696329e-01 1.055891041644945894e+01
8.729044975605725343e-01 1.029348873039985968e+01
9.459923748738193749e-01 1.003728457827174836e+01
1.026670365679313912e+00 9.790537116108453120e+00
1.115701025625215781e+00 9.553582666886040187e+00
1.213933497577510678e+00 9.326854720514026198e+00
1.322303511620264160e+00 9.110883933834696080e+00
1.441892833276441355e+00 8.906425693411717859e+00
1.574572971217031325e+00 8.715724329376554280e+00
1.721356991735805808e+00 8.538990888445219696e+00
1.883141531802612345e+00 8.376417447015194639e+00
2.061093472114161607e+00 8.229055993981454264e+00
2.256649937093565317e+00 8.098818430736928420e+00
2.471518294890844736e+00 7.988476571172095753e+00
2.707676157382372217e+00 7.901662141675338091e+00
2.967371380171483608e+00 7.842866781132638465e+00
3.253122062587912033e+00 7.817442040927819136e+00
3.567716547687996620e+00 7.831599384942388831e+00
3.914213422255059971e+00 7.892410189555620903e+00
4.295941516798595927e+00 8.007805743644468066e+00
4.716499905555260774e+00 8.186577248583748911e+00
5.178584660502772330e+00 8.438452472307119479e+00
5.682112467296544622e+00 8.777106034229248621e+00
6.231457028804120668e+00 9.220288213574438174e+00
6.829861521308432160e+00 9.786431662701332357e+00
7.478812638899488441e+00 1.049449778465562844e+01
8.178040593474879216e+00 1.136397673317032009e+01
8.925519114740595228e+00 1.241488741266684315e+01
9.717465450209257227e+00 1.366777747825276990e+01
1.054834036520222540e+01 1.514372333572479690e+01
1.141084814284737092e+01 1.686433014156519050e+01
1.229395414903878425e+01 1.883920171082211681e+01
1.317936205308169484e+01 2.105642419215030259e+01
1.404544523204438811e+01 2.349455356892696756e+01
1.486715007982935965e+01 2.611097819038140244e+01
1.561598976941529671e+01 2.884185547951538808e+01
1.626004425285936961e+01 3.160211193311049982e+01
1.676459374667410174e+01 3.428594955991450632e+01
1.710252075918438663e+01 3.677632812792132455e+01
1.724711373062692843e+01 3.895781225785678714e+01
1.718064515601216158e+01 4.074133314236909342e+01
1.689816315013979420e+01 4.206848111848299965e+01
1.640749144759929479e+01 4.291150566760285301e+01
1.572922940276905557e+01 4.327331541551276217e+01
1.489083540604536537e+01 4.318733165852221134e+01
1.391310001453989642e+01 4.271490630340384342e+01
1.283176577175124500e+01 4.192997633782547240e+01
1.168217692660721774e+01 4.091063014852134216e+01
1.049792296526693924e+01 3.973892063802112062e+01
9.310619763036585894e+00 3.849788118634212708e+01
8.145945068370549436e+00 3.723458215576328456e+01
7.023331447117809212e+00 3.598223853508849857e+01
5.957728787082608335e+00 3.476796538768061140e+01
4.959514758150969982e+00 3.360932740154061094e+01
4.034546259719039796e+00 3.251444514709265121e+01
3.185388767683981381e+00 3.148568002883981976e+01
2.410863690117658997e+00 3.052105342201603833e+01
1.708252579871648358e+00 2.961699610012130535e+01
1.074072777975791926e+00 2.876956325673445392e+01
5.040774136376344750e-01 2.797443450551234889e+01
-6.744595756052795821e-03 2.722691388019193326e+01
-4.642702692324148783e-01 2.652196277026305182e+01
-8.753816750329660445e-01 2.585536923958030897e+01
-1.245017716588411538e+00 2.522434476492032118e+01
-1.577793382136178035e+00 2.462647000222199267e+01
-1.878469895248243926e+00 2.405962987717431645e+01
-2.151954714830278004e+00 2.352201358521789487e+01
-2.403301535122035482e+00 2.301211459154423622e+01
-2.637710285697588475e+00 2.252873063109527862e+01
-2.860267190916637503e+00 2.207104814184042141e+01
-3.073800753178951517e+00 2.163928868465230693e+01
-3.280711133677895130e+00 2.123398734209363070e+01
-3.483568960553989680e+00 2.085578158008694416e+01
-3.684997412535146122e+00 2.050545095158965836e+01
-3.887672218936888857e+00 2.018391709659357502e+01
-4.094321659662570667e+00 1.989224374212459168e+01
-4.307690425069759854e+00 1.963165188497699276e+01
-4.529594696228237183e+00 1.940400581914445866e+01
-4.761164270453648761e+00 1.921182844982102367e+01
-5.003565978366519396e+00 1.905783464351184975e+01
-5.257956361436381343e+00 1.894492722653679095e+01
-5.525481671982471532e+00 1.887619698502997068e+01
-5.807277873173105398e+00 1.885492266494009073e+01
-6.104470639025926459e+00 1.888457097203024659e+01
-6.418160934803163187e+00 1.896877052229193339e+01
-6.748162292616198599e+00 1.911001675054475868e+01
-7.094133723471583330e+00 1.931370345176636150e+01
-7.455817685980236753e+00 1.958583336329387947e+01
-7.832311501637843065e+00 1.993107270065604553e+01
-8.222067354823821006e+00 2.035275115757240627e+01
-8.622892292802397662e+00 2.085286190595430611e+01
-9.031948225721638579e+00 2.143206159590390669e+01
-9.445751926613869642e+00 2.208967035571452087e+01
-9.860175031396106959e+00 2.282367179187141915e+01
-1.027044429519258095e+01 2.363071344156833220e+01
-1.067180183474307853e+01 2.450671522208163822e+01
-1.105711315346968782e+01 2.544043782325064740e+01
-1.141802001233353892e+01 2.641612209887029294e+01
-1.174664735413830741e+01 2.741688338336388142e+01
-1.203560330353068686e+01 2.842471149178404843e+01
-1.227797916700063041e+01 2.942047071981387063e+01
-1.246734943288069175e+01 3.038389984376438946e+01
-1.259777177134668591e+01 3.129361212057737873e+01
-1.266378703441717235e+01 3.212709528782266943e+01
-1.266099581663205242e+01 3.285948371556725078e+01
-1.258830045394578789e+01 3.347377667681146818e+01
-1.244666581716462161e+01 3.396264863763240527e+01
-1.223857504803145524e+01 3.432163577498840112e+01
-1.196803040923754580e+01 3.454909896076276965e+01
-1.164055328442210246e+01 3.464622376176382801e+01
-1.126318417817302375e+01 3.461702043972448450e+01
-1.084448271602596670e+01 3.446832395130245885e+01
-1.039452764446540556e+01 3.420979394808042429e+01
-9.922842587302756812e+00 3.385651193473425025e+01
-9.435878903251012417e+00 3.342736039747791921e+01
-8.942391047825225314e+00 3.293489227407437880e+01
-8.450292774528755047e+00 3.239113379756317812e+01
-7.966529128931716386e+00 3.180778830463265194e+01
-7.497076448670465965e+00 3.119623623561920311e+01
-7.046942363448787106e+00 3.056753513450878401e+01
-6.620165795036566436e+00 2.993241964893515927e+01
-6.219884608522160185e+00 2.929762559121128973e+01
-5.847953384061435500e+00 2.866412932512277578e+01
-5.505360214844078115e+00 2.803548003023941249e+01
-5.192752314578996220e+00 2.741468906350958790e+01
-4.910438852645899743e+00 2.680418590299303006e+01
-4.658390954096046421e+00 2.620581814786233821e+01
-4.436241699651443327e+00 2.562085151840125263e+01
-4.243286125705560963e+00 2.504996985600634929e+01
-4.078124456867632475e+00 2.449387923539665479e+01
-3.939487982628360641e+00 2.395337395562886584e+01
-3.826594257251380693e+00 2.342885440772948868e+01
-3.738605570217885088e+00 2.292077891336816720e+01
-3.674628919437130659e+00 2.242966375415122826e+01
-3.633716011246410638e+00 2.195608317162118084e+01
-3.614863260411190993e+00 2.150066936725791678e+01
-3.617011790124994519e+00 2.106411250247737499e+01
-3.639047432009455907e+00 2.064716069863282399e+01
-3.679851224024685674e+00 2.025067716321423461e+01
-3.739121801917579369e+00 1.987583020615966234e+01
-3.817184137420570167e+00 1.952353429059064638e+01
-3.914319766968020531e+00 1.919493055826470140e+01
-4.030754744962892211e+00 1.889147418988421734e+01
-4.166659643776900346e+00 1.861493440509616448e+01
-4.322149553750205264e+00 1.836739446249281116e+01
-4.497284083191799731e+00 1.815125165961097053e+01
-4.692067358379068409e+00 1.796921733293267565e+01
-4.906448023558283467e+00 1.782431685788456832e+01
-5.140320744887087123e+00 1.771987808840122014e+01
-5.394008048779364017e+00 1.765867463574261365e+01
-5.668648508295229149e+00 1.764510391674088297e+01
-5.965078883997809278e+00 1.768450619436112703e+01
-6.283700830456444564e+00 1.778211212701307886e+01
-6.624480896245838579e+00 1.794304276855100611e+01
-6.986950523946969582e+00 1.817230956827399524e+01
-7.370206050146116183e+00 1.847481437092547552e+01
-7.772908705435890298e+00 1.885534941669387621e+01
-8.193284614414306333e+00 1.931859734121196226e+01
-8.629124795685147120e+00 1.986913117555699770e+01
-9.077781788089325232e+00 2.051136312520332794e+01
-9.535629629760467907e+00 2.124585916140669539e+01
-9.997579769825245322e+00 2.207195413286619612e+01
-1.045772212998253714e+01 2.298708775474066002e+01
-1.090934887806698583e+01 2.398464107526252320e+01
-1.134495442804771059e+01 2.505393647573522031e+01
-1.175623544002956322e+01 2.618023767053602313e+01
-1.213409082025205166e+01 2.734474970711343644e+01
-1.246862172108983913e+01 2.852461896598827451e+01
-1.274942162815484892e+01 2.969327370904055741e+01
-1.296955027828862761e+01 3.082395383491116192e+01
-1.312028699296490686e+01 3.188449213979622243e+01
-1.319421865274136785e+01 3.284589277514389494e+01
-1.318684716501230980e+01 3.368475191518840717e+01
-1.309658946400839064e+01 3.438325775694756459e+01
-1.292477751079684545e+01 3.492919052022404003e+01
-1.267565829328116678e+01 3.531592244760569343e+01
-1.235639382620160553e+01 3.554241780446437815e+01
-1.197574569478403461e+01 3.561349758062245741e+01
-1.153732635705679499e+01 3.553942249755193217e+01
-1.105180149382751686e+01 3.533038873722340867e+01
-1.053075540518894826e+01 3.499866028380314020e+01
-9.985108443057182370e+00 3.455902399261073299e+01
-9.425117011172901016e+00 3.402878959011992066e+01
-8.860373565100861271e+00 3.342778967395829426e+01
-8.299806612229261304e+00 3.277837971290654195e+01
-7.751680711771141929e+00 3.210543804690001224e+01
-7.223510663628683659e+00 3.142335433164607394e+01
-6.720377428925670138e+00 3.072967923585848737e+01
-6.245660731344111483e+00 3.003155387448655134e+01
-5.802034169088868154e+00 2.933504223144073464e+01
-5.391468683319324384e+00 2.864501393471391211e+01
-5.015232558150514386e+00 2.796514425638310541e+01
