  0.1564387E-01  0.7565511E+00  0.1465493E-09
  0.1564387E-01 -0.7565511E+00  0.1465493E-09
 -0.8210206E-01  0.0000000E+00  0.8602251E-02
 -0.1294189E+00  0.1615955E-01  0.5984133E-02
 -0.1294189E+00 -0.1615955E-01  0.5984133E-02
 -0.1301289E+00  0.3714783E+00  0.7045508E-02
 -0.1301289E+00 -0.3714783E+00  0.7045508E-02
 -0.1464894E+00  0.7549349E+00  0.2544206E-04
 -0.1464894E+00 -0.7549349E+00  0.2544206E-04
 -0.1479717E+00  0.5966952E-01  0.3438290E-02
 -0.1479717E+00 -0.5966952E-01  0.3438290E-02
 -0.1484082E+00  0.5456274E+00  0.1443441E-03
 -0.1484082E+00 -0.5456274E+00  0.1443441E-03
 -0.1555965E+00  0.7146896E+00  0.1814727E-04
 -0.1555965E+00 -0.7146896E+00  0.1814727E-04
 -0.1586596E+00  0.6609917E+00  0.1524605E-04
 -0.1586596E+00 -0.6609917E+00  0.1524605E-04
 -0.1595213E+00  0.5180281E+00  0.1553374E-03
 -0.1595213E+00 -0.5180281E+00  0.1553374E-03
 -0.1603791E+00  0.7921148E+00  0.3910671E-04
 -0.1603791E+00 -0.7921148E+00  0.3910671E-04
 -0.1623431E+00  0.6021782E+00  0.2940328E-04
 -0.1623431E+00 -0.6021782E+00  0.2940328E-04
 -0.1625126E+00  0.1101174E+00  0.1940289E-02
 -0.1625126E+00 -0.1101174E+00  0.1940289E-02
 -0.1700514E+00  0.8804499E+00  0.1882904E-03
 -0.1700514E+00 -0.8804499E+00  0.1882904E-03
 -0.1742314E+00  0.1641022E+00  0.1259631E-02
 -0.1742314E+00 -0.1641022E+00  0.1259631E-02
 -0.1746271E+00  0.4612266E+00  0.1442027E-03
 -0.1746271E+00 -0.4612266E+00  0.1442027E-03
 -0.1751555E+00  0.8952355E+00  0.1210322E-03
 -0.1751555E+00 -0.8952355E+00  0.1210322E-03
 -0.1755982E+00  0.8285636E+00  0.4911712E-04
 -0.1755982E+00 -0.8285636E+00  0.4911712E-04
 -0.1809297E+00  0.3989500E+00  0.2880511E-03
 -0.1809297E+00 -0.3989500E+00  0.2880511E-03
 -0.1826533E+00  0.2199843E+00  0.8619922E-03
 -0.1826533E+00 -0.2199843E+00  0.8619922E-03
 -0.1857639E+00  0.3336809E+00  0.4228443E-03
 -0.1857639E+00 -0.3336809E+00  0.4228443E-03
 -0.1868689E+00  0.2754824E+00  0.5587444E-03
 -0.1868689E+00 -0.2754824E+00  0.5587444E-03
 -0.1940130E+00  0.1531283E+01  0.2443994E-02
 -0.1940130E+00 -0.1531283E+01  0.2443994E-02
 -0.1990920E+00  0.9533658E+00  0.4984724E-04
 -0.1990920E+00 -0.9533658E+00  0.4984724E-04
 -0.2007064E+00  0.1259113E+01  0.6344340E-03
 -0.2007064E+00 -0.1259113E+01  0.6344340E-03
 -0.2132433E+00  0.1011381E+01  0.6057174E-04
 -0.2132433E+00 -0.1011381E+01  0.6057174E-04
 -0.2237453E+00  0.1071032E+01  0.7573955E-04
 -0.2237453E+00 -0.1071032E+01  0.7573955E-04
 -0.2313383E+00  0.1131381E+01  0.6897585E-04
 -0.2313383E+00 -0.1131381E+01  0.6897585E-04
 -0.2358360E+00  0.1193033E+01  0.6541827E-04
 -0.2358360E+00 -0.1193033E+01  0.6541827E-04
 -0.2382102E+00  0.1263514E+01  0.7111357E-04
 -0.2382102E+00 -0.1263514E+01  0.7111357E-04
 -0.2521289E+00  0.1330434E+01  0.3945646E-04
 -0.2521289E+00 -0.1330434E+01  0.3945646E-04
 -0.2540766E+00  0.1687865E+01  0.6992401E-04
 -0.2540766E+00 -0.1687865E+01  0.6992401E-04
 -0.2542544E+00  0.1639717E+01  0.6336717E-04
 -0.2542544E+00 -0.1639717E+01  0.6336717E-04
 -0.2562167E+00  0.1585180E+01  0.5555760E-04
 -0.2562167E+00 -0.1585180E+01  0.5555760E-04
 -0.2570089E+00  0.1734400E+01  0.7301933E-04
 -0.2570089E+00 -0.1734400E+01  0.7301933E-04
 -0.2581788E+00  0.1521447E+01  0.4889443E-04
 -0.2581788E+00 -0.1521447E+01  0.4889443E-04
 -0.2599024E+00  0.1393238E+01  0.3201450E-04
 -0.2599024E+00 -0.1393238E+01  0.3201450E-04
 -0.2617598E+00  0.1456360E+01  0.3553278E-04
 -0.2617598E+00 -0.1456360E+01  0.3553278E-04
 -0.2632609E+00  0.1778467E+01  0.7228464E-04
 -0.2632609E+00 -0.1778467E+01  0.7228464E-04
 -0.2643528E+00 -0.2217119E+01  0.5447056E-02
 -0.2643528E+00  0.2217119E+01  0.5447056E-02
 -0.2690264E+00 -0.1940473E+01  0.4389546E-03
 -0.2690264E+00  0.1940473E+01  0.4389546E-03
 -0.2734381E+00 -0.2600125E+01  0.2032663E-01
 -0.2734381E+00  0.2600125E+01  0.2032663E-01
 -0.2773308E+00 -0.2077127E+01  0.2741007E-02
 -0.2773308E+00  0.2077127E+01  0.2741007E-02
 -0.2774952E+00  0.1826701E+01  0.5448256E-04
 -0.2774952E+00 -0.1826701E+01  0.5448256E-04
 -0.2904796E+00 -0.2426475E+01  0.1107256E-01
 -0.2904796E+00  0.2426475E+01  0.1107256E-01
 -0.2909505E+00 -0.1886147E+01  0.5792048E-04
 -0.2909505E+00  0.1886147E+01  0.5792048E-04
 -0.3106120E+00 -0.1964241E+01  0.7702450E-04
 -0.3106120E+00  0.1964241E+01  0.7702450E-04
 -0.3351486E+00 -0.2027220E+01  0.7184404E-04
 -0.3351486E+00  0.2027220E+01  0.7184404E-04
 -0.3455973E+00 -0.2095718E+01  0.5147632E-04
