 -0.3455973E+00  0.2095718E+01  0.5147632E-04
 -0.3516828E+00 -0.3088918E+01  0.1143078E-02
 -0.3516828E+00  0.3088918E+01  0.1143078E-02
 -0.3525424E+00 -0.3048791E+01  0.8615249E-03
 -0.3525424E+00  0.3048791E+01  0.8615249E-03
 -0.3576436E+00  0.0000000E+00  0.1602023E-02
 -0.3599705E+00 -0.2172642E+01  0.3057825E-04
 -0.3599705E+00  0.2172642E+01  0.3057825E-04
 -0.3672337E+00 -0.3005781E+01  0.5455771E-03
 -0.3672337E+00  0.3005781E+01  0.5455771E-03
 -0.3779728E+00 -0.2249486E+01  0.2266288E-04
 -0.3779728E+00  0.2249486E+01  0.2266288E-04
 -0.3904135E+00 -0.2949000E+01  0.2012763E-03
 -0.3904135E+00  0.2949000E+01  0.2012763E-03
 -0.3947132E+00 -0.2322013E+01  0.2052214E-04
 -0.3947132E+00  0.2322013E+01  0.2052214E-04
 -0.4035758E+00 -0.2394110E+01  0.1980855E-04
 -0.4035758E+00  0.2394110E+01  0.1980855E-04
 -0.4080739E+00 -0.2472626E+01  0.1748857E-04
 -0.4080739E+00  0.2472626E+01  0.1748857E-04
 -0.4087083E+00 -0.2876505E+01  0.6861880E-04
 -0.4087083E+00  0.2876505E+01  0.6861880E-04
 -0.4125890E+00 -0.2554220E+01  0.1624245E-04
 -0.4125890E+00  0.2554220E+01  0.1624245E-04
 -0.4167946E+00 -0.2637019E+01  0.1684919E-04
 -0.4167946E+00  0.2637019E+01  0.1684919E-04
 -0.4175839E+00 -0.2798355E+01  0.3163388E-04
 -0.4175839E+00  0.2798355E+01  0.3163388E-04
 -0.4195151E+00 -0.2718487E+01  0.2020802E-04
 -0.4195151E+00  0.2718487E+01  0.2020802E-04
 -0.7273532E+00  0.0000000E+00  0.4910659E-01
 -0.1160876E+01  0.0000000E+00  0.1896347E+00
