-1.997311827956989028e+00 9.851066462032451732e-01
-1.991935483870967527e+00 9.742955123321859201e-01
-1.986559139784946026e+00 9.668958297954145520e-01
-1.981182795698924526e+00 9.609068999507461850e-01
-1.975806451612903025e+00 9.557467140284779950e-01
-1.970430107526881525e+00 9.511488227574760312e-01
-1.965053763440860024e+00 9.469647577192433774e-01
-1.959677419354838523e+00 9.431017317691056112e-01
-1.954301075268817023e+00 9.394971661950886066e-01
-1.948924731182795522e+00 9.361064897793573980e-01
-1.943548387096774022e+00 9.328966254276950254e-01
-1.938172043010752521e+00 9.298422249543473184e-01
-1.932795698924731020e+00 9.269233551821318695e-01
-1.927419354838709520e+00 9.241240051068307926e-01
-1.922043010752688019e+00 9.214310838540127335e-01
-1.916666666666666519e+00 9.188337255436817008e-01
-1.911290322580645018e+00 9.163227934445170586e-01
-1.905913978494623517e+00 9.138905177422639303e-01
-1.900537634408602017e+00 9.115302253882189287e-01
-1.895161290322580516e+00 9.092361349406296034e-01
-1.889784946236559016e+00 9.070031982533581782e-01
-1.884408602150537515e+00 9.048269765656848929e-01
-1.879032258064516014e+00 9.027035422757569982e-01
-1.873655913978494514e+00 9.006294001764428847e-01
-1.868279569892473013e+00 8.986014236385052589e-01
-1.862903225806451513e+00 8.966168024139544723e-01
-1.857526881720430012e+00 8.946729995738289531e-01
-1.852150537634408511e+00 8.927677156995930119e-01
-1.846774193548387011e+00 8.908988588885594639e-01
-1.841397849462365510e+00 8.890645194596957790e-01
-1.836021505376344010e+00 8.872629484897747165e-01
-1.830645161290322509e+00 8.854925394940146299e-01
-1.825268817204301008e+00 8.837518127058801021e-01
-1.819892473118279508e+00 8.820394015191095338e-01
-1.814516129032258007e+00 8.803540407392526079e-01
-1.809139784946236507e+00 8.786945563580479401e-01
-1.803763440860215006e+00 8.770598566161402765e-01
-1.798387096774193505e+00 8.754489241611692618e-01
-1.793010752688172005e+00 8.738608091414775680e-01
-1.787634408602150504e+00 8.722946231025551223e-01
-1.782258064516129004e+00 8.707495335750492504e-01
-1.776881720430107503e+00 8.692247592609176898e-01
-1.771505376344086002e+00 8.677195657388893091e-01
-1.766129032258064502e+00 8.662332616223525905e-01
-1.760752688172043001e+00 8.647651951127524050e-01
-1.755376344086021501e+00 8.633147508998693098e-01
-1.750000000000000000e+00 8.618813473672309877e-01
-1.744623655913978499e+00 8.604644340667380042e-01
-1.739247311827956999e+00 8.590634894314735925e-01
-1.733870967741935498e+00 8.576780186998198552e-01
-1.728494623655913998e+00 8.563075520274801011e-01
-1.723118279569892497e+00 8.549516427670452723e-01
-1.717741935483870996e+00 8.536098658972927078e-01
-1.712365591397849274e+00 8.522818165865692075e-01
-1.706989247311827773e+00 8.509671088765635716e-01
-1.701612903225806273e+00 8.496653744743343228e-01
-1.696236559139784772e+00 8.483762616419321390e-01
-1.690860215053763271e+00 8.470994341741328038e-01
-1.685483870967741771e+00 8.458345704558949407e-01
-1.680107526881720270e+00 8.445813625920740586e-01
-1.674731182795698770e+00 8.433395156027295725e-01
-1.669354838709677269e+00 8.421087466780925457e-01
-1.663978494623655768e+00 8.408887844878708551e-01
-1.658602150537634268e+00 8.396793685401255924e-01
-1.653225806451612767e+00 8.384802485854410126e-01
-1.647849462365591267e+00 8.372911840625431035e-01
-1.642473118279569766e+00 8.361119435818868961e-01
-1.637096774193548265e+00 8.349423044440910102e-01
-1.631720430107526765e+00 8.337820521903852589e-01
-1.626344086021505264e+00 8.326309801825083623e-01
-1.620967741935483764e+00 8.314888892097331841e-01
-1.615591397849462263e+00 8.303555871209059580e-01
